MemberInternalID,BranchID,Recency,Frequency,Monetary,RScore,FScore,MScore,RFMScore,RCategory,FCategory,MCategory,Segmentation,AOV,Branch_Name,Age,isCheating
7393,3,21,14,990000.0,100,18.571428571428573,13.348614575608442,43.973347715679004,High,High,Medium,Loyal Customers,70714.28571428571,Graha Family,53.0,0
7398,4,1612,16,1172500.0,33,21.428571428571427,15.809344030202926,23.41263848625812,Low,High,High,Can't Lose Them,73281.25,Sukomanunggal,21.0,0
7400,5,2156,6,322500.0,33,7.142857142857142,4.348412323872446,14.830423155576527,Low,Medium,Medium,Hibernating,53750.0,Klampis,34.0,0
7403,5,99,1,55000.0,67,0.0,0.7415896986449133,22.580529899548303,Medium,Low,Low,About to Sleep,55000.0,Klampis,26.0,0
7403,5,771,16,1297500.0,33,21.428571428571427,17.49477516348682,23.97444886401942,Low,High,High,Can't Lose Them,81093.75,Klampis,26.0,1
7414,5,729,29,2000000.0,33,40.0,26.966898132542305,33.3222993775141,Low,High,High,Can't Lose Them,68965.5172413793,Klampis,30.0,0
7419,5,1495,6,290000.0,33,7.142857142857142,3.910200229218634,14.68435245735859,Low,Medium,Medium,Hibernating,48333.333333333336,Klampis,27.0,0
7420,3,2229,5,465000.0,33,5.714285714285714,6.269803815816085,14.994696510033933,Low,Medium,Medium,Hibernating,93000.0,Graha Family,18.0,1
7420,3,909,15,1317500.0,33,20.0,17.764444144812245,23.58814804827075,Low,High,High,Can't Lose Them,87833.33333333333,Graha Family,18.0,0
7425,2,686,12,965000.0,33,15.714285714285714,13.011528348951662,20.57527135441246,Low,Medium,Medium,Hibernating,80416.66666666667,Intro,27.0,0
7429,3,2212,2,90000.0,33,1.4285714285714286,1.2135104159644037,11.880693948178612,Low,Medium,Low,Hibernating,45000.0,Graha Family,39.0,0
7431,4,1513,15,1275000.0,33,20.0,17.19139755949572,23.39713251983191,Low,High,High,Can't Lose Them,85000.0,Sukomanunggal,33.0,0
7432,5,389,24,2009000.0,33,32.857142857142854,27.088249174138745,30.981797343760537,Low,High,High,Can't Lose Them,83708.33333333333,Klampis,24.0,0
7433,6,479,16,1475000.0,33,21.428571428571427,19.88808737274995,24.77221960044046,Low,High,High,Can't Lose Them,92187.5,Citraland (9GO),23.0,0
7434,3,1774,22,1922500.0,33,30.0,25.92193082990629,29.64064360996876,Low,High,High,Can't Lose Them,87386.36363636363,Graha Family,53.0,0
7439,10,2228,3,175000.0,33,2.857142857142857,2.3596035865974514,12.738915481246767,Low,Medium,Medium,Hibernating,58333.333333333336,Bukit Darmo Golf,34.0,0
7440,5,2167,4,265000.0,33,4.285714285714286,3.573114002561855,13.61960942942538,Low,Medium,Medium,Hibernating,66250.0,Klampis,47.0,0
7441,2,930,8,970000.0,33,10.0,13.078945594283017,18.69298186476101,Low,Medium,Medium,Hibernating,121250.0,Intro,43.0,0
7442,5,619,17,1205000.0,33,22.857142857142858,16.24755612485674,24.034899660666536,Low,High,High,Can't Lose Them,70882.35294117648,Klampis,30.0,0
7444,4,55,42,3382500.0,100,58.57142857142858,45.60776646666217,68.0597316793636,High,High,High,Champions,80535.71428571429,Sukomanunggal,58.0,0
7446,3,1402,17,1147500.0,33,22.857142857142858,15.472257803546146,23.776466886896333,Low,High,High,Can't Lose Them,67500.0,Graha Family,32.0,0
7449,3,32,50,4462500.0,100,70.0,60.16989145823501,76.723297152745,High,High,High,Champions,89250.0,Graha Family,24.0,0
7454,10,1399,14,905000.0,33,18.571428571428573,12.202521404975393,21.257983325467983,Low,High,Medium,Can't Lose Them,64642.857142857145,Bukit Darmo Golf,57.0,0
7455,3,29,11,900000.0,100,14.285714285714285,12.135104159644037,42.14027281511944,High,Medium,Medium,Potential Loyalist,81818.18181818182,Graha Family,32.0,0
7460,6,16,40,3342500.0,100,55.71428571428572,45.06842850401133,66.92757140609902,High,High,High,Champions,83562.5,Citraland (9GO),35.0,0
7465,5,1955,1,100000.0,33,0.0,1.3483449066271151,11.449448302209037,Low,Low,Low,Lost,100000.0,Klampis,22.0,1
7466,5,15,40,4427500.0,100,55.71428571428572,59.69797074091553,71.80408548506709,High,High,High,Champions,110687.5,Klampis,23.0,0
7467,5,897,13,847500.0,33,17.142857142857142,11.4272230836648,20.52336007550732,Low,Medium,Medium,Hibernating,65192.307692307695,Klampis,63.0,0
7480,2,729,1,80000.0,33,0.0,1.0786759253016922,11.359558641767231,Low,Low,Low,Lost,80000.0,Intro,35.0,1
7480,2,1782,12,1000000.0,33,15.714285714285714,13.483449066271152,20.732578260185623,Low,Medium,Medium,Hibernating,83333.33333333333,Intro,35.0,0
7481,3,1773,24,1865000.0,33,32.857142857142854,25.1466325085957,30.33459178857952,Low,High,High,Can't Lose Them,77708.33333333333,Graha Family,36.0,0
7487,3,1573,5,342500.0,33,5.714285714285714,4.61808130519787,14.444122339827862,Low,Medium,Medium,Hibernating,68500.0,Graha Family,35.0,0
7488,2,195,56,5764500.0,33,78.57142857142857,77.72534214252006,63.09892357131621,Low,High,High,Can't Lose Them,102937.5,Intro,36.0,0
7490,5,1920,8,467500.0,33,10.0,6.303512438481763,16.434504146160588,Low,Medium,Medium,Hibernating,58437.5,Klampis,41.0,0
7495,3,582,17,1260000.0,33,22.857142857142858,16.98914582350165,24.282096226881503,Low,High,High,Can't Lose Them,74117.64705882352,Graha Family,63.0,0
7499,3,5,26,1940000.0,100,35.714285714285715,26.15789118856604,53.95739230095058,High,High,High,Champions,74615.38461538461,Graha Family,32.0,0
7500,5,1053,7,460000.0,33,8.571428571428571,6.20238657048473,15.924605047304434,Low,Medium,Medium,Hibernating,65714.28571428571,Klampis,24.0,0
7502,3,26,41,5097500.0,100,57.14285714285714,68.7318816153172,75.29157958605812,High,High,High,Champions,124329.26829268291,Graha Family,44.0,0
7503,3,847,7,510000.0,33,8.571428571428571,6.876559023798287,16.149329198408953,Low,Medium,Medium,Hibernating,72857.14285714286,Graha Family,33.0,0
7504,5,1133,1,75000.0,33,0.0,1.0112586799703365,11.33708622665678,Low,Low,Low,Lost,75000.0,Klampis,23.0,1
7504,5,304,23,1950000.0,33,31.428571428571427,26.292725679228745,30.240432369266728,Low,High,High,Can't Lose Them,84782.60869565218,Klampis,23.0,0
7505,5,317,15,1317500.0,33,20.0,17.764444144812245,23.58814804827075,Low,High,High,Can't Lose Them,87833.33333333333,Klampis,33.0,0
7508,4,414,33,3405000.0,33,45.71428571428572,45.91114407065328,41.541809928313,Low,High,High,Can't Lose Them,103181.81818181818,Sukomanunggal,30.0,0
7509,3,57,36,5582500.0,100,50.0,75.2713544124587,75.09045147081957,High,High,High,Champions,155069.44444444444,Graha Family,41.0,0
7509,3,2031,5,362500.0,33,5.714285714285714,4.887750286523293,14.53401200026967,Low,Medium,Medium,Hibernating,72500.0,Graha Family,41.0,1
7511,4,1541,19,1485000.0,33,25.71428571428571,20.02292186341266,26.24573585923279,Low,High,High,Can't Lose Them,78157.8947368421,Sukomanunggal,49.0,0
7521,5,1494,20,1205000.0,33,27.142857142857142,16.24755612485674,25.46347108923796,Low,High,High,Can't Lose Them,60250.0,Klampis,42.0,0
7524,5,1882,5,580000.0,33,5.714285714285714,7.820400458437268,15.511562057574327,Low,Medium,Medium,Hibernating,116000.0,Klampis,36.0,0
7527,5,1809,20,1272500.0,33,27.142857142857142,17.15768893683004,25.76684869322906,Low,High,High,Can't Lose Them,63625.0,Klampis,39.0,0
7528,3,91,24,1747500.0,67,32.857142857142854,23.56232724330884,41.13982336681723,Medium,High,High,At Risk,72812.5,Graha Family,33.0,0
7531,4,1830,7,482500.0,33,8.571428571428571,6.505764174475831,16.025730915301466,Low,Medium,Medium,Hibernating,68928.57142857143,Sukomanunggal,45.0,0
7532,5,1929,10,1237500.0,33,12.857142857142856,16.68576821951055,20.847637025551133,Low,Medium,High,Can't Lose Them,123750.0,Klampis,39.0,0
7534,5,913,19,1536500.0,33,25.71428571428571,20.717319490325625,26.477201734870444,Low,High,High,Can't Lose Them,80868.42105263157,Klampis,26.0,0
7535,2,1371,8,727500.0,33,10.0,9.809209195712263,17.60306973190409,Low,Medium,Medium,Hibernating,90937.5,Intro,39.0,0
7546,4,1578,3,122500.0,33,2.857142857142857,1.651722510618216,12.502955122587023,Low,Medium,Low,Hibernating,40833.333333333336,Sukomanunggal,27.0,0
7547,5,824,25,2482500.0,33,34.285714285714285,33.47266230701813,33.586125530910806,Low,High,High,Can't Lose Them,99300.0,Klampis,22.0,0
7548,2,463,20,2141000.0,33,27.142857142857142,28.86806445088654,29.67030719791456,Low,High,High,Can't Lose Them,107050.0,Intro,59.0,0
7549,2,105,21,2347500.0,67,28.57142857142857,31.652396683071533,42.40794175150003,Medium,High,High,At Risk,111785.71428571428,Intro,24.0,0
7550,5,208,6,410000.0,33,7.142857142857142,5.5282141171711725,15.223690420009438,Low,Medium,Medium,Hibernating,68333.33333333333,Klampis,23.0,0
7551,5,1805,19,1275000.0,33,25.71428571428571,17.19139755949572,25.301894424593808,Low,High,High,Can't Lose Them,67105.26315789473,Klampis,23.0,0
7552,5,780,19,1635000.0,33,25.71428571428571,22.04543922335333,26.91990831254635,Low,High,High,Can't Lose Them,86052.63157894737,Klampis,23.0,0
7554,2,2132,7,545000.0,33,8.571428571428571,7.348479741117778,16.306636104182115,Low,Medium,Medium,Hibernating,77857.14285714286,Intro,23.0,0
7557,3,44,39,3217500.0,100,54.285714285714285,43.38299737072743,65.88957055214723,High,High,High,Champions,82500.0,Graha Family,25.0,0
7558,5,575,29,2205000.0,33,40.0,29.73100519112789,34.24366839704263,Low,High,High,Can't Lose Them,76034.4827586207,Klampis,29.0,0
7562,5,1987,1,32500.0,33,0.0,0.4382120946538124,11.146070698217938,Low,Low,Low,Lost,32500.0,Klampis,23.0,1
7562,5,1064,9,625000.0,33,11.428571428571429,8.42715566641947,17.6185756983303,Low,Medium,Medium,Hibernating,69444.44444444444,Klampis,23.0,0
7563,3,6,32,2525000.0,100,44.285714285714285,34.04570889233466,59.44380772601631,High,High,High,Champions,78906.25,Graha Family,26.0,0
7565,4,633,30,3435000.0,33,41.42857142857143,46.31564754264141,40.24807299040428,Low,High,High,Can't Lose Them,114500.0,Sukomanunggal,40.0,0
7569,5,952,19,1637500.0,33,25.71428571428571,22.07914784601901,26.93114452010157,Low,High,High,Can't Lose Them,86184.21052631579,Klampis,31.0,0
7578,5,1291,25,1917500.0,33,34.285714285714285,25.85451358457493,31.046742623429736,Low,High,High,Can't Lose Them,76700.0,Klampis,28.0,0
7579,13,1106,6,495000.0,33,7.142857142857142,6.674307287804221,15.60572147688712,Low,Medium,Medium,Hibernating,82500.0,Margorejo,31.0,0
7580,5,455,17,1632500.0,33,22.857142857142858,22.011730600687656,25.956291152610174,Low,High,High,Can't Lose Them,96029.41176470587,Klampis,51.0,0
7581,4,1766,22,1592500.0,33,30.0,21.47239263803681,28.15746421267893,Low,High,High,Can't Lose Them,72386.36363636363,Sukomanunggal,25.0,0
7581,4,1917,1,75000.0,33,0.0,1.0112586799703365,11.33708622665678,Low,Low,Low,Lost,75000.0,Sukomanunggal,25.0,1
7584,5,1607,6,322500.0,33,7.142857142857142,4.348412323872446,14.830423155576527,Low,Medium,Medium,Hibernating,53750.0,Klampis,22.0,0
7585,4,457,5,312500.0,33,5.714285714285714,4.213577833209735,14.30928784916515,Low,Medium,Medium,Hibernating,62500.0,Sukomanunggal,24.0,0
7588,3,1327,19,2147500.0,33,25.71428571428571,28.9557068698173,29.223330861367668,Low,High,High,Can't Lose Them,113026.31578947368,Graha Family,47.0,0
7591,3,1999,6,337500.0,33,7.142857142857142,4.550664059866514,14.897840400907883,Low,Medium,Medium,Hibernating,56250.0,Graha Family,17.0,1
7592,5,1848,16,1097500.0,33,21.428571428571427,14.79808535023259,23.07555225960134,Low,High,Medium,Can't Lose Them,68593.75,Klampis,23.0,0
7593,5,153,13,865000.0,67,17.142857142857142,11.663183442324549,31.93534686172723,Medium,Medium,Medium,About to Sleep,66538.46153846153,Klampis,35.0,0
7595,3,1334,36,2902500.0,33,50.0,39.13571091485202,40.71190363828401,Low,High,High,Can't Lose Them,80625.0,Graha Family,45.0,0
7598,5,2225,2,100000.0,33,1.4285714285714286,1.3483449066271151,11.925638778399517,Low,Medium,Low,Hibernating,50000.0,Klampis,38.0,1
7600,3,440,41,3697500.0,33,57.14285714285714,49.85505292253759,46.665970021798245,Low,High,High,Can't Lose Them,90182.9268292683,Graha Family,25.0,0
7601,3,2225,2,100000.0,33,1.4285714285714286,1.3483449066271151,11.925638778399517,Low,Medium,Low,Hibernating,50000.0,Graha Family,34.0,0
7602,5,1590,4,335000.0,33,4.285714285714286,4.516955437200836,13.934223240971706,Low,Medium,Medium,Hibernating,83750.0,Klampis,33.0,0
7603,4,169,16,1142500.0,67,21.428571428571427,15.404840558214792,34.61113732892874,Medium,High,High,At Risk,71406.25,Sukomanunggal,12.0,0
7606,5,943,18,1310000.0,33,24.285714285714285,17.66331827681521,24.9830108541765,Low,High,High,Can't Lose Them,72777.77777777778,Klampis,26.0,0
7607,5,2224,2,90000.0,33,1.4285714285714286,1.2135104159644037,11.880693948178612,Low,Medium,Low,Hibernating,45000.0,Klampis,50.0,0
7608,13,1512,1,32500.0,33,0.0,0.4382120946538124,11.146070698217938,Low,Low,Low,Lost,32500.0,Margorejo,28.0,1
7610,5,1943,4,207500.0,33,4.285714285714286,2.797815681251264,13.361176655655184,Low,Medium,Medium,Hibernating,51875.0,Klampis,26.0,0
7614,2,167,4,430000.0,67,4.285714285714286,5.7978830984965954,25.69453246140363,Medium,Medium,Medium,About to Sleep,107500.0,Intro,26.0,0
7615,5,2224,3,200000.0,33,2.857142857142857,2.6966898132542303,12.851277556799028,Low,Medium,Medium,Hibernating,66666.66666666667,Klampis,60.0,0
7617,5,258,7,635000.0,33,8.571428571428571,8.561990157082182,16.71113957617025,Low,Medium,Medium,Hibernating,90714.28571428572,Klampis,37.0,0
7618,4,1842,3,107500.0,33,2.857142857142857,1.4494707746241489,12.435537877255667,Low,Medium,Low,Hibernating,35833.333333333336,Sukomanunggal,32.0,0
7619,5,1770,9,797500.0,33,11.428571428571429,10.753050630351243,18.39387401964089,Low,Medium,Medium,Hibernating,88611.11111111111,Klampis,26.0,0
7620,6,1163,13,944000.0,33,17.142857142857142,12.728375918559967,20.95707768713904,Low,Medium,Medium,Hibernating,72615.38461538461,Citraland (9GO),25.0,0
7621,4,1778,13,1040000.0,33,17.142857142857142,14.022787028921998,21.38854805725971,Low,Medium,Medium,Hibernating,80000.0,Sukomanunggal,23.0,0
7623,4,2187,3,195000.0,33,2.857142857142857,2.6292725679228743,12.828805141688576,Low,Medium,Medium,Hibernating,65000.0,Sukomanunggal,35.0,1
7623,4,101,16,1082500.0,67,21.428571428571427,14.59583361423852,34.34146834760332,Medium,High,Medium,Customers Needing Attention,67656.25,Sukomanunggal,35.0,0
7624,5,1965,5,272500.0,33,5.714285714285714,3.674239870558889,14.129508528281534,Low,Medium,Medium,Hibernating,54500.0,Klampis,26.0,0
7625,3,972,4,197500.0,33,4.285714285714286,2.6629811905885528,13.31623182543428,Low,Medium,Medium,Hibernating,49375.0,Graha Family,40.0,0
7627,2,1764,16,1970000.0,33,21.428571428571427,26.56239466055417,26.9969886963752,Low,High,High,Can't Lose Them,123125.0,Intro,34.0,0
7630,5,1112,10,707500.0,33,12.857142857142856,9.53954021438684,18.465561023843232,Low,Medium,Medium,Hibernating,70750.0,Klampis,24.0,0
7632,2,1575,5,370000.0,33,5.714285714285714,4.988876154520326,14.567720622935347,Low,Medium,Medium,Hibernating,74000.0,Intro,24.0,0
7634,4,619,27,2210000.0,33,37.142857142857146,29.798422436459248,33.31375985977213,Low,High,High,Can't Lose Them,81851.85185185185,Sukomanunggal,55.0,0
7634,4,1041,2,255000.0,33,1.4285714285714286,3.438279511899144,12.622283646823526,Low,Medium,Medium,Hibernating,127500.0,Sukomanunggal,55.0,1
7641,2,1823,10,850000.0,33,12.857142857142856,11.46093170633048,19.10602485449111,Low,Medium,Medium,Hibernating,85000.0,Intro,63.0,0
7642,5,925,6,427500.0,33,7.142857142857142,5.7641744758309175,15.30234387289602,Low,Medium,Medium,Hibernating,71250.0,Klampis,25.0,0
7643,6,208,11,1095000.0,33,14.285714285714285,14.76437672756691,20.683363671093733,Low,Medium,Medium,Hibernating,99545.45454545454,Citraland (9GO),26.0,0
7645,6,757,5,345000.0,33,5.714285714285714,4.651789927863548,14.455358547383089,Low,Medium,Medium,Hibernating,69000.0,Citraland (9GO),33.0,0
7646,5,1239,46,3162500.0,33,64.28571428571429,42.64140767208252,46.642373985932274,Low,High,High,Can't Lose Them,68750.0,Klampis,18.0,0
7648,3,2177,5,470000.0,33,5.714285714285714,6.337221061147441,15.017168925144384,Low,Medium,Medium,Hibernating,94000.0,Graha Family,66.0,0
7650,5,1290,7,425000.0,33,8.571428571428571,5.73046585316524,15.76729814153127,Low,Medium,Medium,Hibernating,60714.28571428572,Klampis,38.0,0
7652,6,963,36,3525000.0,33,50.0,47.52915795860581,43.50971931953527,Low,High,High,Can't Lose Them,97916.66666666669,Citraland (9GO),41.0,0
7656,3,2223,2,90000.0,33,1.4285714285714286,1.2135104159644037,11.880693948178612,Low,Medium,Low,Hibernating,45000.0,Graha Family,29.0,0
7657,3,604,13,922500.0,33,17.142857142857142,12.43848176363514,20.86044630216409,Low,Medium,Medium,Hibernating,70961.53846153847,Graha Family,26.0,0
7658,3,2122,4,250000.0,33,4.285714285714286,3.370862266567788,13.552192184094023,Low,Medium,Medium,Hibernating,62500.0,Graha Family,21.0,0
7659,5,771,30,2562500.0,33,41.42857142857143,34.55133823231983,36.326636553630415,Low,High,High,Can't Lose Them,85416.66666666667,Klampis,30.0,0
7660,3,1800,13,1312500.0,33,17.142857142857142,17.697026899480885,22.613294680779344,Low,Medium,High,Can't Lose Them,100961.53846153848,Graha Family,29.0,0
7660,4,1871,1,75000.0,33,0.0,1.0112586799703365,11.33708622665678,Low,Low,Low,Lost,75000.0,Sukomanunggal,29.0,1
7661,5,1510,3,155000.0,33,2.857142857142857,2.0899346052720285,12.64902582080496,Low,Medium,Medium,Hibernating,51666.66666666666,Klampis,38.0,0
7664,4,30,37,3390000.0,100,51.42857142857142,45.7088923346592,65.71248792107687,High,High,High,Champions,91621.62162162164,Sukomanunggal,39.0,0
7667,4,1330,25,2015000.0,33,34.285714285714285,27.169149868536373,31.48495471808356,Low,High,High,Can't Lose Them,80600.0,Sukomanunggal,46.0,0
7669,3,1918,12,1392500.0,33,15.714285714285714,18.775702824782577,22.4966628463561,Low,Medium,High,Can't Lose Them,116041.66666666669,Graha Family,32.0,0
7672,5,1752,12,727500.0,33,15.714285714285714,9.809209195712263,19.507831636666,Low,Medium,Medium,Hibernating,60625.0,Klampis,33.0,0
7677,5,386,23,1737500.0,33,31.428571428571427,23.427492752646124,29.28535472707252,Low,High,High,Can't Lose Them,75543.47826086957,Klampis,27.0,0
7680,5,2030,10,695000.0,33,12.857142857142856,9.370997101058451,18.4093799860671,Low,Medium,Medium,Hibernating,69500.0,Klampis,23.0,0
7681,5,2155,3,315000.0,33,2.857142857142857,4.247286455875413,13.368143104339422,Low,Medium,Medium,Hibernating,105000.0,Klampis,31.0,0
7682,13,39,33,3165000.0,100,45.71428571428572,42.67511629474819,62.79646733634464,High,High,High,Champions,95909.09090909093,Margorejo,28.0,0
7683,5,1094,6,570000.0,33,7.142857142857142,7.685565967774556,15.9428077035439,Low,Medium,Medium,Hibernating,95000.0,Klampis,41.0,0
7684,2,2222,3,185000.0,33,2.857142857142857,2.494438077260163,12.783860311467672,Low,Medium,Medium,Hibernating,61666.66666666666,Intro,44.0,0
7686,5,1627,11,820000.0,33,14.285714285714285,11.056428234342343,19.44738084001888,Low,Medium,Medium,Hibernating,74545.45454545454,Klampis,54.0,0
7690,5,1496,19,2900000.0,33,25.71428571428571,39.10200229218634,32.60542933549068,Low,High,High,Can't Lose Them,152631.57894736843,Klampis,38.0,0
7692,3,1586,19,1642500.0,33,25.71428571428571,22.146565091350368,26.953616935212025,Low,High,High,Can't Lose Them,86447.36842105263,Graha Family,34.0,0
7693,3,1270,32,3932500.0,33,44.285714285714285,53.0236634531113,43.4364592462752,Low,High,High,Can't Lose Them,122890.625,Graha Family,34.0,0
7694,3,7,30,4132500.0,100,41.42857142857143,55.72035326636554,65.71630823164567,High,High,High,Champions,137750.0,Graha Family,41.0,0
7694,6,1347,28,1846500.0,33,38.57142857142858,24.897188700869684,32.15620575743276,Low,High,High,Can't Lose Them,65946.42857142857,Citraland (9GO),41.0,1
7694,3,841,9,860000.0,33,11.428571428571429,11.595766196993193,18.67477920852154,Low,Medium,Medium,Hibernating,95555.55555555556,Graha Family,41.0,1
7695,5,1862,5,380000.0,33,5.714285714285714,5.123710645183038,14.612665453156252,Low,Medium,Medium,Hibernating,76000.0,Klampis,12.0,0
7697,5,10,30,3132500.0,100,41.42857142857143,42.23690420009439,61.22182520955528,High,High,High,Champions,104416.66666666669,Klampis,32.0,0
7698,5,1505,4,187500.0,33,4.285714285714286,2.5281466999258413,13.271286995213377,Low,Medium,Medium,Hibernating,46875.0,Klampis,33.0,0
7699,5,1591,5,282500.0,33,5.714285714285714,3.809074361221601,14.174453358502438,Low,Medium,Medium,Hibernating,56500.0,Klampis,28.0,0
7701,2,831,43,4360000.0,33,60.0,58.787837928942224,50.59594597631408,Low,High,High,Can't Lose Them,101395.3488372093,Intro,30.0,0
7702,6,50,40,2795000.0,100,55.71428571428572,37.68624014022787,64.46684195150453,High,High,High,Champions,69875.0,Citraland (9GO),36.0,0
7703,3,893,21,1527500.0,33,28.57142857142857,20.595968448729185,27.389132340052583,Low,High,High,Can't Lose Them,72738.09523809524,Graha Family,27.0,0
7704,5,1374,14,955000.0,33,18.571428571428573,12.87669385828895,21.482707476572504,Low,High,Medium,Can't Lose Them,68214.28571428571,Klampis,10.0,0
7707,4,1549,28,2055000.0,33,38.57142857142858,27.708487831187217,33.0933054675386,Low,High,High,Can't Lose Them,73392.85714285714,Sukomanunggal,28.0,0
7709,13,1468,1,85000.0,33,0.0,1.146093170633048,11.382031056877684,Low,Low,Low,Lost,85000.0,Margorejo,66.0,1
7709,5,166,1,115000.0,67,0.0,1.5505966426211826,22.85019888087373,Medium,Low,Low,About to Sleep,115000.0,Klampis,66.0,1
7709,5,105,1,90000.0,67,0.0,1.2135104159644037,22.737836805321468,Medium,Low,Low,About to Sleep,90000.0,Klampis,66.0,1
7709,4,76,22,2185000.0,100,30.0,29.461336209802468,53.15377873660083,High,High,High,Champions,99318.18181818182,Sukomanunggal,66.0,0
7710,5,416,18,1415000.0,33,24.285714285714285,19.079080428773683,25.45493157149599,Low,High,High,Can't Lose Them,78611.11111111111,Klampis,24.0,0
7711,6,1418,9,570000.0,33,11.428571428571429,7.685565967774556,17.37137913211533,Low,Medium,Medium,Hibernating,63333.333333333336,Citraland (9GO),27.0,0
7714,4,1348,24,1930000.0,33,32.857142857142854,26.023056697903325,30.6267331850154,Low,High,High,Can't Lose Them,80416.66666666667,Sukomanunggal,31.0,0
7715,2,694,44,4229000.0,33,61.42857142857143,57.0215061012607,50.48335917661071,Low,High,High,Can't Lose Them,96113.63636363635,Intro,16.0,0
7718,2,18,29,2882500.0,100,40.0,38.8660419335266,59.622013977842194,High,High,High,Champions,99396.55172413791,Intro,42.0,0
7719,6,1790,1,49000.0,33,0.0,0.6606890042472865,11.22022966808243,Low,Low,Low,Lost,49000.0,Citraland (9GO),24.0,1
7719,3,1004,12,830000.0,33,15.714285714285714,11.191262725005055,19.968516146430257,Low,Medium,Medium,Hibernating,69166.66666666667,Graha Family,24.0,0
7720,13,31,36,3697500.0,100,50.0,49.85505292253759,66.6183509741792,High,High,High,Champions,102708.33333333331,Margorejo,33.0,0
7721,5,30,30,2292500.0,100,41.42857142857143,30.91080698442661,57.44645947099935,High,High,High,Champions,76416.66666666667,Klampis,39.0,0
7721,5,1922,1,65000.0,33,0.0,0.8764241893076249,11.292141396435875,Low,Low,Low,Lost,65000.0,Klampis,39.0,1
7729,5,1464,11,887500.0,33,14.285714285714285,11.966561046315649,19.75075844400998,Low,Medium,Medium,Hibernating,80681.81818181818,Klampis,31.0,0
7730,5,2221,2,100000.0,33,1.4285714285714286,1.3483449066271151,11.925638778399517,Low,Medium,Low,Hibernating,50000.0,Klampis,24.0,0
7731,4,1265,16,1042500.0,33,21.428571428571427,14.056495651587674,22.828355693386367,Low,High,Medium,Can't Lose Them,65156.25,Sukomanunggal,32.0,0
7732,4,2221,2,90000.0,33,1.4285714285714286,1.2135104159644037,11.880693948178612,Low,Medium,Low,Hibernating,45000.0,Sukomanunggal,34.0,0
7733,3,3,42,3657500.0,100,58.57142857142858,49.31571495988674,69.29571451043844,High,High,High,Champions,87083.33333333333,Graha Family,42.0,0
7734,3,1722,5,500000.0,33,5.714285714285714,6.741724533135576,15.152003415807096,Low,Medium,Medium,Hibernating,100000.0,Graha Family,36.0,0
7734,3,1954,9,760000.0,33,11.428571428571429,10.247421290366075,18.225330906312504,Low,Medium,Medium,Hibernating,84444.44444444444,Graha Family,36.0,1
7735,3,687,7,432500.0,33,8.571428571428571,5.831591721162273,15.801006764196948,Low,Medium,Medium,Hibernating,61785.71428571428,Graha Family,44.0,0
7736,2,1873,17,1590000.0,33,22.857142857142858,21.43868401537113,25.76527562417133,Low,High,High,Can't Lose Them,93529.41176470587,Intro,31.0,0
7737,5,1985,6,360000.0,33,7.142857142857142,4.854041663857615,14.998966268904915,Low,Medium,Medium,Hibernating,60000.0,Klampis,35.0,0
7738,4,1767,9,800000.0,33,11.428571428571429,10.78675925301692,18.40511022719612,Low,Medium,Medium,Hibernating,88888.88888888889,Sukomanunggal,46.0,0
7740,5,1596,17,1075000.0,33,22.857142857142858,14.49470774624149,23.450616867794785,Low,High,Medium,Can't Lose Them,63235.294117647056,Klampis,26.0,0
7742,5,1244,25,1707500.0,33,34.285714285714285,23.022989280657992,30.10290118879076,Low,High,High,Can't Lose Them,68300.0,Klampis,35.0,0
7743,5,1241,13,915000.0,33,17.142857142857142,12.337355895638105,20.82673767949841,Low,Medium,Medium,Hibernating,70384.61538461539,Klampis,57.0,0
7748,3,81,9,797500.0,100,11.428571428571429,10.753050630351243,40.72720735297423,High,Medium,Medium,Potential Loyalist,88611.11111111111,Graha Family,24.0,0
7752,4,2060,3,180000.0,33,2.857142857142857,2.427020831928808,12.76138789635722,Low,Medium,Medium,Hibernating,60000.0,Sukomanunggal,28.0,0
7755,5,794,21,2095000.0,33,28.57142857142857,28.247825793838068,29.93975145508888,Low,High,High,Can't Lose Them,99761.90476190476,Klampis,17.0,0
7756,5,275,11,915000.0,33,14.285714285714285,12.337355895638105,19.874356727117465,Low,Medium,Medium,Hibernating,83181.81818181818,Klampis,20.0,0
7758,10,1804,14,987500.0,33,18.571428571428573,13.314905952942762,21.628778174790444,Low,High,Medium,Can't Lose Them,70535.71428571429,Bukit Darmo Golf,20.0,0
7762,5,2091,4,187500.0,33,4.285714285714286,2.5281466999258413,13.271286995213377,Low,Medium,Medium,Hibernating,46875.0,Klampis,28.0,0
7764,2,1776,8,538000.0,33,10.0,7.25409559765388,16.75136519921796,Low,Medium,Medium,Hibernating,67250.0,Intro,40.0,0
7767,5,1241,9,890000.0,33,11.428571428571429,12.000269668981325,18.80961369918425,Low,Medium,Medium,Hibernating,98888.88888888888,Klampis,28.0,0
7768,6,1506,3,122500.0,33,2.857142857142857,1.651722510618216,12.502955122587023,Low,Medium,Low,Hibernating,40833.333333333336,Citraland (9GO),26.0,0
7769,3,1401,6,337500.0,33,7.142857142857142,4.550664059866514,14.897840400907883,Low,Medium,Medium,Hibernating,56250.0,Graha Family,16.0,0
