MemberInternalID,BranchID,Recency,Frequency,Monetary,RScore,FScore,MScore,RFMScore,RCategory,FCategory,MCategory,Segmentation,AOV,Branch_Name,Age,isCheating
23286,3,104,5,332500.0,67,5.714285714285714,4.483246814535158,25.73251084294029,Medium,Medium,Medium,About to Sleep,66500.0,Graha Family,39.0,0
23287,3,1221,2,80000.0,33,1.4285714285714286,1.0786759253016922,11.83574911795771,Low,Medium,Low,Hibernating,40000.0,Graha Family,39.0,0
23288,13,960,11,1055000.0,33,14.285714285714285,14.225038764916064,20.503584350210115,Low,Medium,Medium,Hibernating,95909.09090909093,Margorejo,24.0,0
23289,13,32,30,3007500.0,100,41.42857142857143,40.55147306681049,60.66001483179398,High,High,High,Champions,100250.0,Margorejo,34.0,0
23290,13,23,20,1887500.0,100,27.142857142857142,25.450010112586803,50.86428908514798,High,High,High,Champions,94375.0,Margorejo,40.0,0
23291,13,429,22,2272500.0,33,30.0,30.6411380031012,31.2137126677004,Low,High,High,Can't Lose Them,103295.45454545454,Margorejo,32.0,0
23294,13,746,9,702500.0,33,11.428571428571429,9.472122969055484,17.966898132542305,Low,Medium,Medium,Hibernating,78055.55555555556,Margorejo,21.0,0
23295,5,1166,3,220000.0,33,2.857142857142857,2.966358794579653,12.941167217240835,Low,Medium,Medium,Hibernating,73333.33333333333,Klampis,45.0,0
23296,5,8,11,1025000.0,100,14.285714285714285,13.82053529292793,42.702083192880735,High,Medium,Medium,Potential Loyalist,93181.81818181818,Klampis,26.0,0
23296,13,733,6,495000.0,33,7.142857142857142,6.674307287804221,15.60572147688712,Low,Medium,Medium,Hibernating,82500.0,Margorejo,26.0,1
23296,13,1185,3,210000.0,33,2.857142857142857,2.8315243039169418,12.896222387019932,Low,Medium,Medium,Hibernating,70000.0,Margorejo,26.0,1
23298,13,303,28,2812500.0,33,38.57142857142858,37.92220049888761,36.49787635677206,Low,High,High,Can't Lose Them,100446.42857142857,Margorejo,38.0,0
23300,13,10,7,730000.0,100,8.571428571428571,9.84291781837794,39.47144879660217,High,Medium,Medium,Potential Loyalist,104285.71428571428,Margorejo,36.0,0
23301,3,1220,2,145000.0,33,1.4285714285714286,1.955100114609317,12.127890514393584,Low,Medium,Medium,Hibernating,72500.0,Graha Family,44.0,0
23302,13,201,10,1177500.0,33,12.857142857142856,15.876761275534282,20.57796804422572,Low,Medium,High,Can't Lose Them,117750.0,Margorejo,38.0,0
23303,3,906,5,450000.0,33,5.714285714285714,6.067552079822018,14.927279264702577,Low,Medium,Medium,Hibernating,90000.0,Graha Family,28.0,0
23305,10,17,63,6055000.0,100,88.57142857142857,81.64228409627182,90.07123755590014,High,High,High,Champions,96111.11111111112,Bukit Darmo Golf,31.0,0
23307,13,995,5,410000.0,33,5.714285714285714,5.5282141171711725,14.747499943818964,Low,Medium,Medium,Hibernating,82000.0,Margorejo,38.0,0
23313,3,358,12,845000.0,33,15.714285714285714,11.393514460999125,20.035933391761613,Low,Medium,Medium,Hibernating,70416.66666666667,Graha Family,17.0,0
23314,3,36,14,1310000.0,100,18.571428571428573,17.66331827681521,45.41158228274793,High,High,High,Champions,93571.42857142857,Graha Family,36.0,0
23318,13,23,39,4212500.0,100,54.285714285714285,56.79902919166723,70.36158115912717,High,High,High,Champions,108012.82051282052,Margorejo,30.0,0
23319,13,77,46,4840000.0,100,64.28571428571429,65.25989348075237,76.51520258882222,High,High,High,Champions,105217.39130434782,Margorejo,36.0,0
23321,4,1219,2,145000.0,33,1.4285714285714286,1.955100114609317,12.127890514393584,Low,Medium,Medium,Hibernating,72500.0,Sukomanunggal,29.0,0
23323,5,945,9,652500.0,33,11.428571428571429,8.797950515741928,17.742173981437787,Low,Medium,Medium,Hibernating,72500.0,Klampis,36.0,0
23326,5,1219,3,265000.0,33,2.857142857142857,3.573114002561855,13.143418953234905,Low,Medium,Medium,Hibernating,88333.33333333333,Klampis,43.0,0
23329,5,1192,3,230000.0,33,2.857142857142857,3.101193285242365,12.98611204746174,Low,Medium,Medium,Hibernating,76666.66666666667,Klampis,20.0,0
23330,13,1219,5,322500.0,33,5.714285714285714,4.348412323872446,14.354232679386053,Low,Medium,Medium,Hibernating,64500.0,Margorejo,53.0,0
23331,5,1189,3,300000.0,33,2.857142857142857,4.045034719881346,13.300725859008066,Low,Medium,Medium,Hibernating,100000.0,Klampis,32.0,0
23332,5,71,10,772500.0,100,12.857142857142856,10.415964403694463,41.09103575361244,High,Medium,Medium,Potential Loyalist,77250.0,Klampis,52.0,0
23333,5,1219,2,135000.0,33,1.4285714285714286,1.8202656239466053,12.082945684172678,Low,Medium,Medium,Hibernating,67500.0,Klampis,35.0,0
23340,3,1219,2,87500.0,33,1.4285714285714286,1.1798017932987257,11.869457740623384,Low,Medium,Low,Hibernating,43750.0,Graha Family,41.0,0
23343,13,1219,2,120000.0,33,1.4285714285714286,1.6180138879525383,12.015528438841322,Low,Medium,Low,Hibernating,60000.0,Margorejo,39.0,1
23343,13,19,45,5195000.0,100,62.85714285714285,70.04651789927864,77.63455358547384,High,High,High,Champions,115444.44444444444,Margorejo,39.0,0
23345,4,761,18,1870000.0,33,24.285714285714285,25.214049753927053,27.49992134654711,Low,High,High,Can't Lose Them,103888.88888888888,Sukomanunggal,41.0,0
23346,5,1086,9,910000.0,33,11.428571428571429,12.269938650306749,18.89950335962606,Low,Medium,Medium,Hibernating,101111.11111111112,Klampis,33.0,0
23347,5,16,25,2725000.0,100,34.285714285714285,36.74239870558889,57.00937099710106,High,High,High,Champions,109000.0,Klampis,21.0,0
23351,3,1188,3,230000.0,33,2.857142857142857,3.101193285242365,12.98611204746174,Low,Medium,Medium,Hibernating,76666.66666666667,Graha Family,31.0,0
23353,3,1218,2,135000.0,33,1.4285714285714286,1.8202656239466053,12.082945684172678,Low,Medium,Medium,Hibernating,67500.0,Graha Family,50.0,0
23363,3,365,11,1050000.0,33,14.285714285714285,14.15762151958471,20.481111935099666,Low,Medium,Medium,Hibernating,95454.54545454546,Graha Family,38.0,0
23364,13,895,5,595000.0,33,5.714285714285714,8.022652194431336,15.578979302905683,Low,Medium,Medium,Hibernating,119000.0,Margorejo,29.0,0
23365,13,48,24,2472500.0,100,32.857142857142854,33.33782781635543,55.39832355783276,High,High,High,Champions,103020.83333333331,Margorejo,32.0,0
23367,13,49,12,1242500.0,100,15.714285714285714,16.75318546484191,44.15582372637587,High,Medium,High,Loyal Customers,103541.66666666669,Margorejo,32.0,0
23369,4,1089,4,460000.0,33,4.285714285714286,6.20238657048473,14.496033618733003,Low,Medium,Medium,Hibernating,115000.0,Sukomanunggal,25.0,0
23376,3,496,5,390000.0,33,5.714285714285714,5.258545135845749,14.657610283377156,Low,Medium,Medium,Hibernating,78000.0,Graha Family,25.0,0
23378,6,927,3,200000.0,33,2.857142857142857,2.6966898132542303,12.851277556799028,Low,Medium,Medium,Hibernating,66666.66666666667,Citraland (9GO),28.0,0
23379,5,548,7,762500.0,33,8.571428571428571,10.281129913031751,17.284186161486776,Low,Medium,Medium,Hibernating,108928.57142857143,Klampis,49.0,0
23381,13,46,11,897500.0,100,14.285714285714285,12.10139553697836,42.12903660756421,High,Medium,Medium,Potential Loyalist,81590.90909090909,Margorejo,32.0,0
23388,13,543,6,457500.0,33,7.142857142857142,6.168677947819052,15.43717836355873,Low,Medium,Medium,Hibernating,76250.0,Margorejo,22.0,0
23392,4,906,3,265000.0,33,2.857142857142857,3.573114002561855,13.143418953234905,Low,Medium,Medium,Hibernating,88333.33333333333,Sukomanunggal,31.0,0
23393,4,1215,2,190000.0,33,1.4285714285714286,2.561855322591519,12.33014225038765,Low,Medium,Medium,Hibernating,95000.0,Sukomanunggal,50.0,0
23394,3,848,12,1225000.0,33,15.714285714285714,16.517225106182163,21.74383694015596,Low,Medium,High,Can't Lose Them,102083.33333333331,Graha Family,40.0,0
23396,3,24,24,2140000.0,100,32.857142857142854,28.854581001820268,53.90390795298771,High,High,High,Champions,89166.66666666667,Graha Family,27.0,0
23397,13,1178,3,270000.0,33,2.857142857142857,3.640531247893211,13.165891368345356,Low,Medium,Medium,Hibernating,90000.0,Margorejo,63.0,0
23397,13,1178,1,55000.0,33,0.0,0.7415896986449133,11.247196566214972,Low,Low,Low,Lost,55000.0,Margorejo,63.0,1
23398,13,1215,2,80000.0,33,1.4285714285714286,1.0786759253016922,11.83574911795771,Low,Medium,Low,Hibernating,40000.0,Margorejo,26.0,0
23399,5,1215,2,100000.0,33,1.4285714285714286,1.3483449066271151,11.925638778399517,Low,Medium,Low,Hibernating,50000.0,Klampis,34.0,0
23401,13,1103,6,530000.0,33,7.142857142857142,7.14622800512371,15.763028382660282,Low,Medium,Medium,Hibernating,88333.33333333333,Margorejo,40.0,0
23402,13,1124,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,991,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1015,2,170000.0,33,1.4285714285714286,2.292186341266096,12.24025258994584,Low,Medium,Medium,Hibernating,85000.0,Margorejo,28.0,1
23402,13,1089,1,155000.0,33,0.0,2.0899346052720285,11.69664486842401,Low,Low,Medium,Hibernating,155000.0,Margorejo,28.0,1
23402,13,977,2,190000.0,33,1.4285714285714286,2.561855322591519,12.33014225038765,Low,Medium,Medium,Hibernating,95000.0,Margorejo,28.0,1
23402,13,1164,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1181,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1013,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,999,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,507,15,1549000.0,33,20.0,20.88586260365401,24.62862086788468,Low,High,High,Can't Lose Them,103266.66666666669,Margorejo,28.0,0
23402,13,1013,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,948,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,28.0,1
23402,13,1115,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1005,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1154,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1088,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,997,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1154,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,28.0,1
23402,13,998,1,150000.0,33,0.0,2.022517359940673,11.674172453313558,Low,Low,Medium,Hibernating,150000.0,Margorejo,28.0,1
23402,13,1013,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1015,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1213,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,28.0,1
23402,13,1142,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,28.0,1
23402,13,1088,1,360000.0,33,0.0,4.854041663857615,12.618013887952538,Low,Low,Medium,Hibernating,360000.0,Margorejo,28.0,1
23402,13,1036,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1124,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,981,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1138,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1179,1,260000.0,33,0.0,3.5056967572305,12.1685655857435,Low,Low,Medium,Hibernating,260000.0,Margorejo,28.0,1
23402,13,920,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,28.0,1
23402,13,1084,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,28.0,1
23402,13,991,1,155000.0,33,0.0,2.0899346052720285,11.69664486842401,Low,Low,Medium,Hibernating,155000.0,Margorejo,28.0,1
23402,13,1105,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,993,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,978,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1127,2,220000.0,33,1.4285714285714286,2.966358794579653,12.464976741050362,Low,Medium,Medium,Hibernating,110000.0,Margorejo,28.0,1
23402,13,1133,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1153,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1149,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,28.0,1
23402,13,1032,3,330000.0,33,2.857142857142857,4.44953819186948,13.435560349670778,Low,Medium,Medium,Hibernating,110000.0,Margorejo,28.0,1
23402,13,1081,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1117,2,230000.0,33,1.4285714285714286,3.101193285242365,12.509921571271263,Low,Medium,Medium,Hibernating,115000.0,Margorejo,28.0,1
23402,13,1182,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1048,2,220000.0,33,1.4285714285714286,2.966358794579653,12.464976741050362,Low,Medium,Medium,Hibernating,110000.0,Margorejo,28.0,1
23402,13,1154,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1056,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,28.0,1
23402,13,947,1,180000.0,33,0.0,2.427020831928808,11.80900694397627,Low,Low,Medium,Hibernating,180000.0,Margorejo,28.0,1
23402,13,998,1,240000.0,33,0.0,3.2360277759050766,12.078675925301694,Low,Low,Medium,Hibernating,240000.0,Margorejo,28.0,1
23402,13,1078,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1009,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1009,2,190000.0,33,1.4285714285714286,2.561855322591519,12.33014225038765,Low,Medium,Medium,Hibernating,95000.0,Margorejo,28.0,1
23402,13,996,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,28.0,1
23402,13,1149,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1088,1,180000.0,33,0.0,2.427020831928808,11.80900694397627,Low,Low,Medium,Hibernating,180000.0,Margorejo,28.0,1
23402,13,1124,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,982,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1213,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,28.0,1
23402,13,953,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1186,1,120000.0,33,0.0,1.6180138879525383,11.539337962650846,Low,Low,Low,Lost,120000.0,Margorejo,28.0,1
23402,13,1173,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,28.0,1
23402,13,1020,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1213,1,155000.0,33,0.0,2.0899346052720285,11.69664486842401,Low,Low,Medium,Hibernating,155000.0,Margorejo,28.0,1
23402,13,1034,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,991,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1142,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,947,3,265000.0,33,2.857142857142857,3.573114002561855,13.143418953234905,Low,Medium,Medium,Hibernating,88333.33333333333,Margorejo,28.0,1
23402,13,1185,1,155000.0,33,0.0,2.0899346052720285,11.69664486842401,Low,Low,Medium,Hibernating,155000.0,Margorejo,28.0,1
23402,13,983,1,165000.0,33,0.0,2.22476909593474,11.741589698644914,Low,Low,Medium,Hibernating,165000.0,Margorejo,28.0,1
23402,13,1164,1,155000.0,33,0.0,2.0899346052720285,11.69664486842401,Low,Low,Medium,Hibernating,155000.0,Margorejo,28.0,1
23402,13,1212,1,165000.0,33,0.0,2.22476909593474,11.741589698644914,Low,Low,Medium,Hibernating,165000.0,Margorejo,28.0,1
23402,13,1166,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1140,1,75000.0,33,0.0,1.0112586799703365,11.33708622665678,Low,Low,Low,Lost,75000.0,Margorejo,28.0,1
23402,13,1105,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1129,2,220000.0,33,1.4285714285714286,2.966358794579653,12.464976741050362,Low,Medium,Medium,Hibernating,110000.0,Margorejo,28.0,1
23402,13,993,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1023,3,295000.0,33,2.857142857142857,3.9776174745499904,13.278253443897611,Low,Medium,Medium,Hibernating,98333.33333333331,Margorejo,28.0,1
23402,13,1141,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,28.0,1
23402,13,1142,1,75000.0,33,0.0,1.0112586799703365,11.33708622665678,Low,Low,Low,Lost,75000.0,Margorejo,28.0,1
23402,13,945,1,115000.0,33,0.0,1.5505966426211826,11.516865547540393,Low,Low,Low,Lost,115000.0,Margorejo,28.0,1
23402,13,1142,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1098,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1166,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1142,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1044,2,220000.0,33,1.4285714285714286,2.966358794579653,12.464976741050362,Low,Medium,Medium,Hibernating,110000.0,Margorejo,28.0,1
23402,13,1180,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,949,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,983,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1162,1,75000.0,33,0.0,1.0112586799703365,11.33708622665678,Low,Low,Low,Lost,75000.0,Margorejo,28.0,1
23402,13,1186,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,949,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,995,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1025,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1172,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,923,10,1370000.0,33,12.857142857142856,18.47232522079148,21.443156025978112,Low,Medium,High,Can't Lose Them,137000.0,Margorejo,28.0,1
23402,13,1197,1,155000.0,33,0.0,2.0899346052720285,11.69664486842401,Low,Low,Medium,Hibernating,155000.0,Margorejo,28.0,1
23402,13,1211,1,140000.0,33,0.0,1.8876828692779613,11.629227623092651,Low,Low,Medium,Hibernating,140000.0,Margorejo,28.0,1
23402,13,1044,2,220000.0,33,1.4285714285714286,2.966358794579653,12.464976741050362,Low,Medium,Medium,Hibernating,110000.0,Margorejo,28.0,1
23402,13,1213,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1117,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1142,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,1008,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,28.0,1
23402,13,1208,1,75000.0,33,0.0,1.0112586799703365,11.33708622665678,Low,Low,Low,Lost,75000.0,Margorejo,28.0,1
23402,13,997,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,28.0,1
23402,13,1138,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23402,13,929,1,115000.0,33,0.0,1.5505966426211826,11.516865547540393,Low,Low,Low,Lost,115000.0,Margorejo,28.0,1
23402,13,1140,1,155000.0,33,0.0,2.0899346052720285,11.69664486842401,Low,Low,Medium,Hibernating,155000.0,Margorejo,28.0,1
23402,13,1084,1,75000.0,33,0.0,1.0112586799703365,11.33708622665678,Low,Low,Low,Lost,75000.0,Margorejo,28.0,1
23402,13,1136,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,28.0,1
23402,13,1000,1,75000.0,33,0.0,1.0112586799703365,11.33708622665678,Low,Low,Low,Lost,75000.0,Margorejo,28.0,1
23402,13,1186,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,28.0,1
23402,13,1182,1,75000.0,33,0.0,1.0112586799703365,11.33708622665678,Low,Low,Low,Lost,75000.0,Margorejo,28.0,1
23402,13,1138,1,75000.0,33,0.0,1.0112586799703365,11.33708622665678,Low,Low,Low,Lost,75000.0,Margorejo,28.0,1
23402,13,1182,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Margorejo,28.0,1
23404,13,1170,1,270000.0,33,0.0,3.640531247893211,12.213510415964402,Low,Low,Medium,Hibernating,270000.0,Margorejo,26.0,1
23404,13,1024,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,26.0,1
23404,13,1027,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,26.0,1
23404,13,1050,4,480000.0,33,4.285714285714286,6.472055551810153,14.585923279174812,Low,Medium,Medium,Hibernating,120000.0,Margorejo,26.0,1
23404,13,1158,1,245000.0,33,0.0,3.303445021236432,12.101148340412143,Low,Low,Medium,Hibernating,245000.0,Margorejo,26.0,1
23404,13,1047,4,325000.0,33,4.285714285714286,4.382120946538125,13.889278410750803,Low,Medium,Medium,Hibernating,81250.0,Margorejo,26.0,1
23404,13,1018,1,75000.0,33,0.0,1.0112586799703365,11.33708622665678,Low,Low,Low,Lost,75000.0,Margorejo,26.0,1
23404,13,1045,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,26.0,1
23404,13,920,5,470000.0,33,5.714285714285714,6.337221061147441,15.017168925144384,Low,Medium,Medium,Hibernating,94000.0,Margorejo,26.0,1
23404,13,1017,2,170000.0,33,1.4285714285714286,2.292186341266096,12.24025258994584,Low,Medium,Medium,Hibernating,85000.0,Margorejo,26.0,1
23404,13,1052,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,26.0,1
23404,13,1007,2,220000.0,33,1.4285714285714286,2.966358794579653,12.464976741050362,Low,Medium,Medium,Hibernating,110000.0,Margorejo,26.0,1
23404,13,1045,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,26.0,1
23404,13,1158,2,170000.0,33,1.4285714285714286,2.292186341266096,12.24025258994584,Low,Medium,Medium,Hibernating,85000.0,Margorejo,26.0,1
23404,13,1039,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,26.0,1
23404,13,1075,2,230000.0,33,1.4285714285714286,3.101193285242365,12.509921571271263,Low,Medium,Medium,Hibernating,115000.0,Margorejo,26.0,1
23404,13,1035,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,26.0,1
23404,13,1159,1,75000.0,33,0.0,1.0112586799703365,11.33708622665678,Low,Low,Low,Lost,75000.0,Margorejo,26.0,1
23404,13,1167,1,200000.0,33,0.0,2.6966898132542303,11.898896604418075,Low,Low,Medium,Hibernating,200000.0,Margorejo,26.0,1
23404,13,1039,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,26.0,1
23404,13,1151,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,26.0,1
23404,13,1021,1,95000.0,33,0.0,1.2809276612957594,11.426975887098584,Low,Low,Low,Lost,95000.0,Margorejo,26.0,1
23404,2,925,1,110000.0,33,0.0,1.4831793972898266,11.49439313242994,Low,Low,Low,Lost,110000.0,Intro,26.0,1
23404,13,1093,1,120000.0,33,0.0,1.6180138879525383,11.539337962650846,Low,Low,Low,Lost,120000.0,Margorejo,26.0,1
23404,13,1060,1,75000.0,33,0.0,1.0112586799703365,11.33708622665678,Low,Low,Low,Lost,75000.0,Margorejo,26.0,1
